campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,mes_inicio,mes_fin,año_inicio,año_fin,trimestre_inicio,trimestre_fin,roi_category,conversion_rate_category,performance_category,cost_per_conversion
Diverse asymmetric orchestration,2023-02-22,2023-08-02,86507.56,0.39,email,B2C,paid,0.4,468536.15,382028.59,2,8,2023,2023,1,3,Medio,Medio,Bueno,216268.9
Reactive zero tolerance core,2023-05-14,2024-07-29,75067.13,0.95,podcast,B2C,promotion,0.44,967358.1,892290.97,5,7,2023,2024,2,3,Alto,Medio,Bueno,170607.11363636365
Reverse-engineered 24/7 help-desk,2023-01-19,2023-09-19,46839.92,0.65,social media,B2B,paid,0.28,168009.32,121169.40000000001,1,9,2023,2023,1,3,Alto,Bajo,Regular,167285.42857142855
Optimized 24hour budgetary management,2022-12-21,2024-02-25,73305.28,0.61,podcast,B2C,paid,0.48,776332.85,703027.57,12,2,2022,2024,4,1,Alto,Medio,Bueno,152719.33333333334
Inverse heuristic encryption,2023-07-07,2024-05-15,90612.4,0.15,email,B2B,organic,0.69,123571.95,32959.55,7,5,2023,2024,3,2,Bajo,Alto,Regular,131322.3188405797
Realigned empowering initiative,2023-03-06,2024-03-31,18541.27,0.58,email,B2B,paid,0.71,783948.9,765407.63,3,3,2023,2024,1,1,Medio,Alto,Bueno,26114.464788732395
Reduced mobile matrices,2022-08-31,2024-02-17,73723.4,0.74,webinar,B2C,promotion,0.21,62558.41,-11164.98999999999,8,2,2022,2024,3,1,Alto,Bajo,Regular,351063.8095238095
Virtual motivating portal,2022-10-31,2024-07-28,60705.69,0.24,webinar,B2B,referral,0.19,575160.34,514454.64999999997,10,7,2022,2024,4,3,Bajo,Bajo,Regular,319503.63157894736
Customizable executive task-force,2022-08-31,2024-02-10,14777.5,0.0,email,B2C,promotion,0.38,865674.86,850897.36,8,2,2022,2024,3,1,Bajo,Medio,Regular,38888.15789473684
Optional 3rdgeneration open architecture,2023-07-16,2024-07-24,81086.35,0.27,podcast,B2C,organic,0.32,596689.85,515603.5,7,7,2023,2024,3,3,Bajo,Medio,Regular,253394.84375
Networked 6thgeneration neural-net,2022-11-08,2023-09-07,39534.14,0.94,social media,B2B,promotion,0.49,460143.5,420609.36,11,9,2022,2023,4,3,Alto,Medio,Bueno,80681.91836734694
Open-architected empowering database,2023-05-25,2023-12-26,63786.13,0.21,podcast,B2C,organic,0.43,91479.12,27692.989999999998,5,12,2023,2023,2,4,Bajo,Medio,Regular,148339.83720930232
Multi-channeled human-resource infrastructure,2023-05-30,2024-04-04,63889.54,0.77,webinar,B2C,paid,0.95,984610.31,920720.77,5,4,2023,2024,2,2,Alto,Alto,Excelente,67252.14736842105
Distributed intangible software,2022-11-13,2023-11-27,14378.29,0.25,social media,B2B,organic,0.59,689799.85,675421.5599999999,11,11,2022,2023,4,4,Bajo,Medio,Regular,24369.98305084746
Switchable clear-thinking challenge,2022-08-23,2023-08-16,57635.88,0.6,webinar,B2B,organic,0.16,192521.65,134885.77,8,8,2022,2023,3,3,Medio,Bajo,Regular,360224.25
Customizable 4thgeneration Internet solution,2022-11-14,2023-08-27,78080.7,0.86,social media,B2B,promotion,0.6,373181.87,295101.17,11,8,2022,2023,4,3,Alto,Medio,Bueno,130134.5
Reduced zero tolerance policy,2023-01-28,2024-07-10,95263.32,0.4,podcast,B2B,promotion,0.33,352655.66,257392.33999999997,1,7,2023,2024,1,3,Medio,Medio,Bueno,288676.7272727273
Profound real-time archive,2023-02-23,2023-12-02,54198.81,0.73,webinar,B2C,referral,0.4,784870.79,730671.98,2,12,2023,2023,1,4,Alto,Medio,Bueno,135497.025
Inverse static support,2022-11-28,2024-03-22,65189.68,0.21,podcast,B2C,referral,0.5,816329.8,751140.12,11,3,2022,2024,4,1,Bajo,Medio,Regular,130379.36
Total attitude-oriented support,2023-01-08,2024-06-29,85772.21,0.98,podcast,B2B,organic,0.86,755740.83,669968.62,1,6,2023,2024,1,2,Alto,Alto,Excelente,99735.12790697675
Persistent tangible methodology,2023-02-17,2024-07-25,85190.24,0.64,webinar,B2C,promotion,0.48,900744.98,815554.74,2,7,2023,2024,1,3,Alto,Medio,Bueno,177479.6666666667
Robust bi-directional hub,2022-11-01,2023-08-20,87931.71,0.56,email,B2C,referral,0.77,288613.62,200681.90999999997,11,8,2022,2023,4,3,Medio,Alto,Bueno,114197.02597402598
Virtual content-based standardization,2022-08-23,2024-04-24,34658.91,0.27,social media,B2B,organic,0.59,596524.13,561865.22,8,4,2022,2024,3,2,Bajo,Medio,Regular,58743.9152542373
Programmable modular architecture,2023-01-12,2024-01-28,57845.8,0.9,podcast,B2C,paid,0.7,267847.44,210001.64,1,1,2023,2024,1,1,Alto,Alto,Excelente,82636.85714285716
Open-source zero administration extranet,2023-06-13,2024-01-13,65653.98,0.47,social media,B2C,paid,0.96,320630.54,254976.56,6,1,2023,2024,2,1,Medio,Alto,Bueno,68389.5625
Total asymmetric emulation,2023-03-30,2024-03-15,69996.24,0.77,social media,B2C,paid,0.86,936284.24,866288.0,3,3,2023,2024,1,1,Alto,Alto,Excelente,81390.97674418606
Streamlined attitude-oriented adapter,2023-07-03,2024-07-18,2554.18,0.46,social media,B2B,referral,0.33,575092.19,572538.0099999999,7,7,2023,2024,3,3,Medio,Medio,Bueno,7739.939393939393
Operative demand-driven open system,2022-10-04,2023-10-08,11294.95,0.49,email,B2C,paid,0.95,390218.59,378923.64,10,10,2022,2023,4,4,Medio,Alto,Bueno,11889.42105263158
Organic impactful approach,2023-07-08,2023-11-26,15971.25,0.94,email,B2B,organic,0.85,296134.8,280163.55,7,11,2023,2023,3,4,Alto,Alto,Excelente,18789.70588235294
Cloned leadingedge moderator,2022-11-11,2024-04-30,36838.48,0.3,email,B2B,referral,0.72,788871.83,752033.35,11,4,2022,2024,4,2,Bajo,Alto,Regular,51164.55555555556
Versatile well-modulated ability,2023-05-28,2024-03-21,24501.77,0.93,podcast,B2B,referral,0.87,788670.6,764168.83,5,3,2023,2024,2,1,Alto,Alto,Excelente,28162.954022988506
Self-enabling zero tolerance synergy,2023-06-01,2024-05-07,49505.24,0.48,webinar,B2B,promotion,0.87,703788.18,654282.9400000001,6,5,2023,2024,2,2,Medio,Alto,Bueno,56902.574712643676
Polarized systematic parallelism,2023-01-03,2024-04-25,5479.95,0.0,social media,B2B,organic,0.62,775127.75,769647.8,1,4,2023,2024,1,2,Bajo,Alto,Regular,8838.629032258064
Sharable object-oriented algorithm,2023-01-26,2023-11-28,13686.9,0.26,podcast,B2B,referral,0.68,298349.71,284662.81,1,11,2023,2023,1,4,Bajo,Alto,Regular,20127.794117647056
Progressive systematic architecture,2022-08-15,2024-01-11,7306.71,0.69,webinar,B2B,paid,0.97,541005.28,533698.5700000001,8,1,2022,2024,3,1,Alto,Alto,Excelente,7532.690721649485
Decentralized bi-directional forecast,2023-02-03,2023-11-18,96168.8,0.74,email,B2C,promotion,0.26,138002.71,41833.90999999999,2,11,2023,2023,1,4,Alto,Bajo,Regular,369880.0
Multi-lateral coherent hardware,2023-03-20,2023-12-20,80398.7,0.68,social media,B2B,paid,0.77,556040.51,475641.81,3,12,2023,2023,1,4,Alto,Alto,Excelente,104413.8961038961
Digitized fresh-thinking toolset,2023-07-23,2024-03-20,7171.11,0.23,podcast,B2C,referral,0.58,244491.62,237320.51,7,3,2023,2024,3,1,Bajo,Medio,Regular,12363.98275862069
Persistent fresh-thinking parallelism,2022-09-26,2024-07-24,40458.71,0.47,email,B2B,organic,0.6,748950.16,708491.4500000001,9,7,2022,2024,3,3,Medio,Medio,Bueno,67431.18333333333
Up-sized discrete superstructure,2023-04-08,2024-02-16,85035.31,0.35,webinar,B2C,referral,0.69,583929.45,498894.13999999996,4,2,2023,2024,2,1,Medio,Alto,Bueno,123239.57971014493
Implemented next generation productivity,2022-08-16,2023-12-12,28881.52,0.83,email,B2B,referral,0.74,887826.15,858944.63,8,12,2022,2023,3,4,Alto,Alto,Excelente,39029.08108108108
Persistent radical approach,2022-10-23,2023-08-15,99891.35,0.8,email,B2C,promotion,0.91,8272.5,-91618.85,10,8,2022,2023,4,3,Alto,Alto,Excelente,109770.71428571429
Robust dynamic circuit,2022-10-04,2024-04-29,35936.7,0.37,webinar,B2B,referral,0.13,575711.5,539774.8,10,4,2022,2024,4,2,Medio,Bajo,Regular,276436.1538461538
Assimilated cohesive contingency,2023-03-10,2024-07-22,52088.32,0.6,podcast,B2B,referral,0.46,85934.39,33846.07,3,7,2023,2024,1,3,Medio,Medio,Bueno,113235.47826086955
Distributed heuristic extranet,2022-08-27,2023-12-31,19258.46,0.61,podcast,B2C,promotion,0.22,828613.75,809355.29,8,12,2022,2023,3,4,Alto,Bajo,Regular,87538.45454545454
Public-key optimizing open architecture,2023-04-01,2023-11-13,35095.84,0.7,social media,B2C,paid,0.26,153946.14,118850.30000000002,4,11,2023,2023,2,4,Alto,Bajo,Regular,134983.99999999997
Self-enabling secondary methodology,2022-09-22,2024-04-16,89591.74,0.22,podcast,B2C,promotion,0.16,707937.27,618345.53,9,4,2022,2024,3,2,Bajo,Bajo,Regular,559948.375
Multi-channeled intermediate project,2023-07-10,2024-06-11,30866.33,0.4,webinar,B2C,paid,0.51,487045.64,456179.31,7,6,2023,2024,3,2,Medio,Medio,Bueno,60522.21568627451
Re-engineered 24/7 benchmark,2022-10-07,2023-08-02,60761.56,0.6,podcast,B2C,paid,0.46,560912.6,500151.04,10,8,2022,2023,4,3,Medio,Medio,Bueno,132090.34782608695
Automated 6thgeneration solution,2023-04-10,2023-08-27,82351.52,0.99,podcast,B2C,organic,0.27,470489.22,388137.69999999995,4,8,2023,2023,2,3,Alto,Bajo,Regular,305005.6296296296
Persevering asymmetric orchestration,2022-10-23,2024-03-12,68860.82,0.33,webinar,B2C,organic,0.82,360686.83,291826.01,10,3,2022,2024,4,1,Medio,Alto,Bueno,83976.60975609758
Enhanced web-enabled knowledge user,2023-04-24,2024-05-25,71941.12,0.99,webinar,B2C,referral,0.67,793615.75,721674.63,4,5,2023,2024,2,2,Alto,Alto,Excelente,107374.80597014925
Multi-tiered fresh-thinking monitoring,2023-01-31,2024-01-23,92487.68,0.5,social media,B2C,organic,0.48,539681.9,447194.22000000003,1,1,2023,2024,1,1,Medio,Medio,Bueno,192682.66666666666
Cloned background ability,2023-05-08,2023-08-05,6690.98,0.95,podcast,B2C,referral,0.6,419310.48,412619.5,5,8,2023,2023,2,3,Alto,Medio,Bueno,11151.633333333333
Up-sized bifurcated budgetary management,2023-06-21,2024-03-29,65932.3,0.46,email,B2B,paid,0.64,868615.57,802683.2699999999,6,3,2023,2024,2,1,Medio,Alto,Bueno,103019.21875
Virtual methodical projection,2022-08-28,2023-08-03,2939.44,0.23,podcast,B2B,referral,0.34,517886.3,514946.86,8,8,2022,2023,3,3,Bajo,Medio,Regular,8645.411764705881
Configurable 6thgeneration approach,2023-07-20,2023-08-05,89898.65,0.51,social media,B2C,paid,0.94,940644.5,850745.85,7,8,2023,2023,3,3,Medio,Alto,Bueno,95636.86170212766
Networked zero administration hardware,2023-06-18,2024-01-12,79330.1,0.6,webinar,B2C,promotion,0.6,993317.73,913987.63,6,1,2023,2024,2,1,Medio,Medio,Bueno,132216.83333333334
Integrated dedicated solution,2023-04-25,2023-09-26,49871.16,0.59,webinar,B2B,promotion,0.13,753551.91,703680.75,4,9,2023,2023,2,3,Medio,Bajo,Regular,383624.3076923077
Managed coherent Local Area Network,2022-08-22,2024-07-09,86898.8,0.2,email,B2B,paid,0.63,627464.79,540565.99,8,7,2022,2024,3,3,Bajo,Alto,Regular,137934.60317460317
Assimilated bifurcated policy,2023-07-12,2024-06-07,88219.78,0.56,podcast,B2C,organic,0.9,385119.98,296900.19999999995,7,6,2023,2024,3,2,Medio,Alto,Bueno,98021.97777777778
Intuitive secondary initiative,2023-07-21,2023-10-02,40691.9,0.87,email,B2C,organic,0.5,924409.28,883717.38,7,10,2023,2023,3,4,Alto,Medio,Bueno,81383.8
Reverse-engineered bandwidth-monitored encoding,2023-04-13,2023-12-22,72683.1,0.37,social media,B2B,paid,0.71,778626.74,705943.64,4,12,2023,2023,2,4,Medio,Alto,Bueno,102370.5633802817
Adaptive 24/7 open architecture,2023-04-28,2024-04-26,11646.16,0.8,email,B2B,organic,0.81,13324.2,1678.0400000000009,4,4,2023,2024,2,2,Alto,Alto,Excelente,14377.975308641975
Grass-roots holistic migration,2022-08-26,2023-12-23,89917.95,0.67,email,B2B,promotion,0.24,736828.76,646910.81,8,12,2022,2023,3,4,Alto,Bajo,Regular,374658.125
Face-to-face background methodology,2022-11-26,2024-04-19,78099.81,0.94,webinar,B2C,organic,0.35,535075.58,456975.76999999996,11,4,2022,2024,4,2,Alto,Medio,Bueno,223142.3142857143
Visionary neutral attitude,2023-07-02,2024-07-25,35717.61,0.19,podcast,B2C,organic,0.1,146092.95,110375.34000000001,7,7,2023,2024,3,3,Bajo,Bajo,Regular,357176.1
Grass-roots tertiary adapter,2023-02-21,2024-03-25,74243.84,0.9,webinar,B2B,promotion,0.95,562833.1,488589.26,2,3,2023,2024,1,1,Alto,Alto,Excelente,78151.41052631578
Function-based dynamic focus group,2022-12-17,2024-02-08,25475.7,0.1,webinar,B2C,paid,0.43,869402.93,843927.2300000001,12,2,2022,2024,4,1,Bajo,Medio,Regular,59245.813953488374
Multi-tiered stable installation,2023-03-23,2024-04-15,28552.53,0.1,webinar,B2C,paid,0.2,472180.81,443628.28,3,4,2023,2024,1,2,Bajo,Bajo,Regular,142762.65
Proactive explicit migration,2023-07-06,2023-08-06,38420.97,0.96,social media,B2C,organic,0.58,833349.14,794928.17,7,8,2023,2023,3,3,Alto,Medio,Bueno,66243.05172413794
Reactive eco-centric synergy,2023-07-03,2024-04-23,39225.15,0.28,email,B2B,paid,0.84,127445.11,88219.95999999999,7,4,2023,2024,3,2,Bajo,Alto,Regular,46696.607142857145
Automated dedicated budgetary management,2023-08-01,2024-04-06,1436.99,0.14,podcast,B2B,organic,0.87,881768.44,880331.45,8,4,2023,2024,3,2,Bajo,Alto,Regular,1651.712643678161
Multi-channeled coherent moderator,2022-08-10,2024-03-18,11007.95,0.79,podcast,B2C,referral,0.81,680150.2,669142.25,8,3,2022,2024,3,1,Alto,Alto,Excelente,13590.061728395061
Synergized bottom-line paradigm,2022-12-06,2024-07-09,94432.87,0.63,social media,B2C,organic,0.2,524902.66,430469.79000000004,12,7,2022,2024,4,3,Alto,Bajo,Regular,472164.35
Phased attitude-oriented standardization,2023-07-03,2024-05-12,87100.53,0.53,podcast,B2B,referral,0.32,959625.18,872524.65,7,5,2023,2024,3,2,Medio,Medio,Bueno,272189.15625
Open-architected bottom-line algorithm,2022-11-11,2023-11-15,81473.25,0.96,webinar,B2C,paid,0.37,471361.8,389888.55,11,11,2022,2023,4,4,Alto,Medio,Bueno,220197.972972973
Open-source homogeneous product,2023-05-31,2023-09-30,89921.79,0.79,webinar,B2B,organic,0.51,423523.6,333601.81,5,9,2023,2023,2,3,Alto,Medio,Bueno,176317.23529411762
Reduced tertiary implementation,2022-08-10,2023-10-22,93538.7,0.83,email,B2B,organic,0.4,949355.73,855817.03,8,10,2022,2023,3,4,Alto,Medio,Bueno,233846.74999999997
Proactive incremental framework,2022-12-16,2024-05-21,96760.38,0.12,email,B2B,referral,0.33,353251.17,256490.78999999998,12,5,2022,2024,4,2,Bajo,Medio,Regular,293213.2727272727
Quality-focused hybrid policy,2023-01-28,2024-05-10,90020.46,0.55,social media,B2C,promotion,0.9,766391.61,676371.15,1,5,2023,2024,1,2,Medio,Alto,Bueno,100022.73333333334
Progressive 24hour utilization,2022-11-01,2024-03-14,14495.84,0.3,podcast,B2C,referral,0.56,105658.26,91162.42,11,3,2022,2024,4,1,Bajo,Medio,Regular,25885.42857142857
Organized coherent utilization,2022-09-12,2024-05-18,7889.64,0.52,email,B2C,referral,0.56,160161.3,152271.65999999997,9,5,2022,2024,3,2,Medio,Medio,Bueno,14088.642857142857
Versatile user-facing benchmark,2022-09-19,2024-05-21,53658.92,0.9,social media,B2B,promotion,0.0,761292.13,707633.21,9,5,2022,2024,3,2,Alto,Bajo,Regular,inf
Configurable client-driven migration,2022-12-09,2024-03-10,21172.32,0.16,social media,B2C,referral,0.32,972694.3,951521.9800000001,12,3,2022,2024,4,1,Bajo,Medio,Regular,66163.5
Public-key fresh-thinking intranet,2023-07-23,2024-04-01,88296.95,0.19,webinar,B2C,referral,0.13,928231.8,839934.8500000001,7,4,2023,2024,3,2,Bajo,Bajo,Regular,679207.3076923076
Self-enabling bandwidth-monitored array,2022-09-15,2024-04-05,42970.96,0.84,webinar,B2C,referral,0.68,345521.31,302550.35,9,4,2022,2024,3,2,Alto,Alto,Excelente,63192.58823529411
Profound disintermediate analyzer,2022-12-16,2023-11-09,49418.2,0.4,social media,B2B,paid,0.83,917197.39,867779.1900000001,12,11,2022,2023,4,4,Medio,Alto,Bueno,59540.0
Multi-tiered multi-tasking support,2022-10-23,2023-12-08,3809.12,0.22,webinar,B2C,referral,0.2,573889.99,570080.87,10,12,2022,2023,4,4,Bajo,Bajo,Regular,19045.6
Triple-buffered next generation moderator,2023-07-22,2024-02-17,96955.19,0.51,webinar,B2B,promotion,0.51,605117.55,508162.36000000004,7,2,2023,2024,3,1,Medio,Medio,Bueno,190108.21568627452
Synergistic needs-based framework,2022-10-21,2024-04-27,22787.98,0.41,webinar,B2C,organic,0.29,940147.71,917359.73,10,4,2022,2024,4,2,Medio,Bajo,Regular,78579.24137931035
Horizontal national alliance,2022-12-20,2023-11-10,59550.27,0.47,social media,B2C,referral,0.42,345405.0,285854.73,12,11,2022,2023,4,4,Medio,Medio,Bueno,141786.35714285713
Team-oriented mobile contingency,2023-03-29,2024-01-25,55219.7,0.97,podcast,B2B,promotion,0.64,643859.1,588639.4,3,1,2023,2024,1,1,Alto,Alto,Excelente,86280.78125
Persistent grid-enabled contingency,2022-10-14,2024-02-06,38978.72,0.1,podcast,B2C,organic,0.25,730692.49,691713.77,10,2,2022,2024,4,1,Bajo,Bajo,Regular,155914.88
Reactive real-time array,2023-06-21,2024-04-13,77106.38,0.34,podcast,B2C,promotion,0.39,187751.15,110644.76999999999,6,4,2023,2024,2,2,Medio,Medio,Bueno,197708.6666666667
Programmable asynchronous encryption,2023-01-17,2023-12-22,16485.72,0.89,podcast,B2B,referral,0.41,9714.17,-6771.550000000001,1,12,2023,2023,1,4,Alto,Medio,Bueno,40209.07317073171
Object-based web-enabled intranet,2023-06-01,2023-08-11,32297.26,0.93,webinar,B2B,promotion,0.17,919995.28,887698.02,6,8,2023,2023,2,3,Alto,Bajo,Regular,189983.88235294115
Universal exuding artificial intelligence,2023-04-25,2024-07-24,80372.5,0.3,webinar,B2B,paid,0.3,260204.2,179831.7,4,7,2023,2024,2,3,Bajo,Bajo,Regular,267908.3333333334
Cross-group bandwidth-monitored time-frame,2022-11-30,2024-03-18,51871.97,0.56,email,B2B,paid,0.55,389969.52,338097.55000000005,11,3,2022,2024,4,1,Medio,Medio,Bueno,94312.67272727271
Customer-focused web-enabled framework,2023-01-04,2023-12-30,3162.85,0.27,social media,B2B,organic,0.71,625063.38,621900.53,1,12,2023,2023,1,4,Bajo,Alto,Regular,4454.718309859155
Synergized local emulation,2023-04-20,2023-12-10,1793.79,0.28,webinar,B2B,promotion,0.3,441129.4,439335.61000000004,4,12,2023,2023,2,4,Bajo,Bajo,Regular,5979.3
Multi-tiered object-oriented knowledge user,2023-04-22,2023-10-28,52804.87,0.0,email,B2C,paid,0.25,880106.4,827301.53,4,10,2023,2023,2,4,Bajo,Bajo,Regular,211219.48
Multi-lateral mission-critical productivity,2023-04-21,2023-09-12,71940.27,0.84,social media,B2B,referral,0.73,720494.61,648554.34,4,9,2023,2023,2,3,Alto,Alto,Excelente,98548.31506849316
Re-contextualized reciprocal secured line,2023-03-19,2023-10-09,83645.54,0.58,social media,B2B,referral,0.27,607963.82,524318.2799999999,3,10,2023,2023,1,4,Medio,Bajo,Regular,309798.29629629623
Compatible actuating utilization,2022-09-29,2024-03-14,40895.28,0.84,webinar,B2C,promotion,0.53,322795.47,281900.18999999994,9,3,2022,2024,3,1,Alto,Medio,Bueno,77160.90566037735
Compatible full-range open system,2023-05-29,2024-06-04,33898.88,0.5,social media,B2B,referral,0.58,300424.53,266525.65,5,6,2023,2024,2,2,Medio,Medio,Bueno,58446.3448275862
Switchable incremental collaboration,2023-03-28,2023-11-28,46310.28,0.77,webinar,B2B,paid,0.53,486051.65,439741.37,3,11,2023,2023,1,4,Alto,Medio,Bueno,87377.88679245282
Monitored maximized project,2023-05-07,2024-05-17,32095.6,0.69,email,B2B,promotion,0.37,442320.4,410224.80000000005,5,5,2023,2024,2,2,Alto,Medio,Bueno,86744.86486486487
Compatible grid-enabled info-mediaries,2023-01-27,2023-11-21,96019.69,0.84,webinar,B2C,organic,0.57,687313.27,591293.5800000001,1,11,2023,2023,1,4,Alto,Medio,Bueno,168455.5964912281
Cloned foreground portal,2022-09-14,2023-08-17,13908.21,0.54,podcast,B2B,promotion,0.88,816603.99,802695.78,9,8,2022,2023,3,3,Medio,Alto,Bueno,15804.78409090909
Devolved homogeneous projection,2023-04-25,2024-05-24,4833.32,0.7,webinar,B2C,promotion,0.22,864437.87,859604.55,4,5,2023,2024,2,2,Alto,Bajo,Regular,21969.636363636364
Profound non-volatile complexity,2022-10-03,2023-08-18,28827.53,0.76,social media,B2C,paid,0.94,734015.4,705187.87,10,8,2022,2023,4,3,Alto,Alto,Excelente,30667.58510638298
Focused holistic collaboration,2023-01-31,2023-11-02,89440.32,0.88,email,B2C,promotion,0.85,931725.82,842285.5,1,11,2023,2023,1,4,Alto,Alto,Excelente,105223.90588235295
Optimized zero administration task-force,2022-12-31,2024-01-14,31564.29,0.77,podcast,B2B,referral,0.83,931183.22,899618.9299999999,12,1,2022,2024,4,1,Alto,Alto,Excelente,38029.26506024097
Customizable zero administration application,2022-08-27,2024-01-01,86492.2,0.38,podcast,B2B,paid,0.23,122398.7,35906.5,8,1,2022,2024,3,1,Medio,Bajo,Regular,376053.04347826086
Balanced multi-tasking adapter,2023-07-13,2024-06-23,13945.61,0.63,email,B2B,promotion,0.57,794815.89,780870.28,7,6,2023,2024,3,2,Alto,Medio,Bueno,24465.982456140355
Ameliorated grid-enabled capability,2023-01-19,2023-10-02,13105.34,0.37,social media,B2B,paid,0.6,501764.55,488659.20999999996,1,10,2023,2023,1,4,Medio,Medio,Bueno,21842.233333333334
Monitored full-range matrix,2022-09-02,2023-10-11,27771.85,0.39,social media,B2B,referral,0.58,673575.17,645803.3200000001,9,10,2022,2023,3,4,Medio,Medio,Bueno,47882.5
Multi-tiered empowering adapter,2023-02-24,2023-09-29,30544.22,0.83,podcast,B2B,organic,0.47,40247.47,9703.25,2,9,2023,2023,1,3,Alto,Medio,Bueno,64987.702127659584
Re-contextualized mission-critical help-desk,2023-03-28,2023-11-22,35286.84,0.17,webinar,B2B,paid,0.45,195049.24,159762.4,3,11,2023,2023,1,4,Bajo,Medio,Regular,78415.2
Face-to-face foreground service-desk,2023-03-15,2024-05-07,23254.87,0.66,social media,B2C,promotion,0.59,817356.61,794101.74,3,5,2023,2024,1,2,Alto,Medio,Bueno,39415.03389830508
Re-contextualized solution-oriented circuit,2022-08-25,2023-12-04,29101.58,0.74,email,B2C,referral,0.57,798538.44,769436.86,8,12,2022,2023,3,4,Alto,Medio,Bueno,51055.40350877194
Managed didactic system engine,2023-07-14,2024-07-18,31358.99,0.7,social media,B2C,referral,0.86,378814.53,347455.54000000004,7,7,2023,2024,3,3,Alto,Alto,Excelente,36463.94186046512
Expanded 4thgeneration groupware,2023-04-02,2023-08-23,51725.95,0.7,email,B2B,paid,0.72,654019.7,602293.75,4,8,2023,2023,2,3,Alto,Alto,Excelente,71841.59722222222
Total well-modulated knowledge user,2022-08-22,2023-10-19,28468.75,0.82,webinar,B2C,organic,0.11,151441.9,122973.15,8,10,2022,2023,3,4,Alto,Bajo,Regular,258806.81818181818
Polarized high-level ability,2022-09-20,2024-03-22,8627.43,0.26,email,B2B,promotion,0.75,823000.43,814373.0,9,3,2022,2024,3,1,Bajo,Alto,Regular,11503.24
Reduced high-level methodology,2023-04-12,2024-02-27,92072.41,0.48,email,B2B,organic,0.54,8811.92,-83260.49,4,2,2023,2024,2,1,Medio,Medio,Bueno,170504.46296296295
Robust executive migration,2023-01-29,2023-12-05,42804.51,0.55,podcast,B2C,organic,0.79,650574.93,607770.42,1,12,2023,2023,1,4,Medio,Alto,Bueno,54182.924050632915
Inverse background firmware,2022-09-08,2024-05-01,4270.96,0.64,email,B2B,promotion,0.8,30917.19,26646.23,9,5,2022,2024,3,2,Alto,Alto,Excelente,5338.7
Vision-oriented client-server conglomeration,2022-08-30,2024-02-21,68514.74,0.1,podcast,B2B,organic,0.75,123066.22,54551.479999999996,8,2,2022,2024,3,1,Bajo,Alto,Regular,91352.98666666668
Reduced motivating analyzer,2023-07-18,2024-07-16,76849.0,0.72,webinar,B2C,promotion,0.45,453670.5,376821.5,7,7,2023,2024,3,3,Alto,Medio,Bueno,170775.55555555556
Focused empowering capacity,2023-05-04,2024-05-23,74278.5,0.3,social media,B2B,promotion,0.12,863407.86,789129.36,5,5,2023,2024,2,2,Bajo,Bajo,Regular,618987.5
Front-line multi-tasking moderator,2023-01-09,2024-04-18,21674.14,0.75,podcast,B2B,promotion,0.65,917565.26,895891.12,1,4,2023,2024,1,2,Alto,Alto,Excelente,33344.830769230764
Realigned 24/7 hub,2022-09-21,2024-05-23,72864.67,0.16,social media,B2C,referral,0.7,360392.7,287528.03,9,5,2022,2024,3,2,Bajo,Alto,Regular,104092.38571428572
De-engineered 6thgeneration parallelism,2023-01-29,2024-07-12,47218.62,0.24,podcast,B2B,referral,0.96,931639.51,884420.89,1,7,2023,2024,1,3,Bajo,Alto,Regular,49186.06250000001
Mandatory 3rdgeneration matrices,2023-07-02,2023-10-28,29709.16,0.86,social media,B2C,referral,0.12,811850.37,782141.21,7,10,2023,2023,3,4,Alto,Bajo,Regular,247576.33333333334
Compatible full-range toolset,2023-01-23,2023-08-07,55196.85,0.9,podcast,B2B,promotion,0.4,561046.37,505849.52,1,8,2023,2023,1,3,Alto,Medio,Bueno,137992.125
Switchable 3rdgeneration projection,2023-07-01,2023-12-07,72566.45,0.12,podcast,B2C,referral,0.33,713030.96,640464.51,7,12,2023,2023,3,4,Bajo,Medio,Regular,219898.3333333333
Programmable homogeneous projection,2022-09-24,2023-11-12,11006.3,0.25,podcast,B2C,promotion,0.98,3641.3,-7364.999999999999,9,11,2022,2023,3,4,Bajo,Alto,Regular,11230.918367346938
Decentralized contextually-based capability,2023-02-22,2024-06-09,9950.82,0.97,webinar,B2C,referral,0.5,482845.35,472894.52999999997,2,6,2023,2024,1,2,Alto,Medio,Bueno,19901.64
Exclusive next generation info-mediaries,2023-03-26,2024-04-04,38117.82,0.64,podcast,B2C,promotion,0.4,600708.1,562590.28,3,4,2023,2024,1,2,Alto,Medio,Bueno,95294.54999999999
Cloned scalable strategy,2022-09-01,2024-06-14,74720.7,0.9,email,B2B,paid,0.49,774366.5,699645.8,9,6,2022,2024,3,2,Alto,Medio,Bueno,152491.22448979592
Public-key full-range matrices,2023-07-16,2023-09-03,37221.22,0.17,email,B2C,organic,0.1,681365.12,644143.9,7,9,2023,2023,3,3,Bajo,Bajo,Regular,372212.2
Multi-layered methodical structure,2022-09-29,2024-05-03,33682.83,0.16,social media,B2C,referral,0.25,189755.91,156073.08000000002,9,5,2022,2024,3,2,Bajo,Bajo,Regular,134731.32
